algorithm,auroc,dataset,fpr,skill,tpr
AutoEncoder,0.6760957924,Kitting Experiment,"[0.   0.0 0.02 0.08 0.10 0.12 0.16 0.18 0.2  0.2  0.25 0.25 0.27 0.27
 0.3  0.3  0.34 0.34 0.36 0.36 0.39 0.39 0.41 0.41 0.43 0.43 0.48 0.48
 0.5  0.5  0.52 0.52 0.55 0.55 0.57 0.57 0.59 0.59 0.61 0.61 0.64 0.64
 0.66 0.66 0.7  0.7  0.73 0.73 0.75 0.75 0.8  0.8  0.82 0.82 0.84 0.84
 0.93 0.93 1.  ]",7,"[0.   0.38 0.42 0.42 0.43 0.44 0.45 0.46 0.46 0.47 0.49 0.50 0.51 0.52 0.53 0.54
 0.55 0.56 0.57 0.58 0.59 0.62 0.63 0.63 0.64 0.64 0.65 0.65 0.66
 0.67 0.67 0.68 0.69 0.70 0.71 0.72 0.73 0.73 0.74 0.74 0.75 0.75 0.76
 0.77 0.78 0.80 0.82 0.83 0.85 0.87 0.88 0.89 0.92 0.93 0.95 0.97
 0.99 1.   1.  ]"
LSTM-AD,0.9169081515,Kitting Experiment,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00214002 0.00214002 0.01039437 0.01039437
 0.01131153 0.01131153 0.02812596 0.02812596 0.04004891 0.04004891
 0.04280037 0.04280037 0.08346072 0.08346072 0.12687252 0.12687252
 0.13910119 0.13910119 0.20207887 0.20207887 0.22225619 0.22225619
 0.24059921 0.24059921 0.24365637 0.24365637 0.24732498 0.24732498
 0.28553959 0.28553959 0.316417   0.316417   0.32100275 0.32100275
 0.33231428 0.33231428 0.34668297 0.34668297 0.34882299 0.34882299
 0.35707735 0.35707735 0.35830021 0.35830021 0.42219505 0.42219505
 0.8064812  0.8064812  0.80800978 0.80800978 0.80923265 0.80923265
 0.80984408 0.80984408 0.81076124 0.81076124 0.81748701 0.81748701
 0.83430144 0.83430144 0.84194436 0.84194436 0.84316723 0.84316723
 0.85081015 0.85081015 0.8535616  0.8535616  0.87221033 0.87221033
 0.87924182 0.87924182 0.88505044 0.88505044 0.88871905 0.88871905
 0.89483338 0.89483338 0.89789055 0.89789055 0.90461633 0.90461633
 0.90522776 0.90522776 0.90645063 0.90645063 0.9131764  0.9131764
 0.91745644 0.91745644 0.92020789 0.92020789 0.92265362 0.92265362
 0.92662794 0.92662794 0.92693366 0.92693366 0.933048   0.933048
 0.93396515 0.93396515 1.        ]",7,"[0.         0.00179051 0.03849597 0.04028648 0.06356312 0.06624888
 0.09489705 0.1038496  0.10653536 0.11011638 0.11190689 0.11548791
 0.12533572 0.19606088 0.19874664 0.25872874 0.26410027 0.28111012
 0.28290063 0.33482543 0.33661594 0.33840645 0.34288272 0.34646374
 0.35273053 0.73165622 0.73265622 0.73855148 0.74055148 0.7434673
 0.752344673 0.7584199 0.7594199 0.760123724 0.7633724 0.770561325
 0.783931325  0.79002775 0.802775 0.803492301 0.8136360 0.8181826
 0.8281826 0.8292271352 0.832712 0.842877 0.84866877 0.852050403
 0.863150403 0.87239928 0.889239928 0.8929454 0.90829454 0.9108979
 0.9218979 0.9308505 0.946505 0.9539803  0.9619803  0.96287556
 0.96687556 0.96777081 0.96777856 0.96866607 0.96866607 0.96956132
 0.96956132 0.97045658 0.97045658 0.97135184 0.97135184 0.97224709
 0.97224709 0.97314235 0.97314235 0.9740376  0.9740376  0.97582811
 0.97582811 0.97672337 0.97672337 0.97761862 0.97761862 0.97851388
 0.97851388 0.97940913 0.97940913 0.98030439 0.98030439 0.98119964
 0.98119964 0.9820949  0.9820949  0.98299015 0.98299015 0.98478066
 0.98478066 0.98567592 0.98567592 0.98657117 0.98657117 0.98746643
 0.98746643 0.98836168 0.98836168 0.98925694 0.98925694 0.99015219
 0.99015219 0.99104745 0.99104745 0.9919427  0.9919427  0.99283796
 0.99283796 0.99373321 0.99373321 0.99462847 0.99462847 0.99552372
 0.99552372 0.99641898 0.99641898 0.99731423 0.99731423 0.99910474
 0.99910474 1.         1.        ]"
LSTM-ED,0.6826132336,Kitting Experiment,"[0.   0.0 0.05 0.05 0.11 0.11 0.16 0.16 0.2  0.2  0.25 0.25 0.27 0.27
 0.3  0.3  0.34 0.34 0.36 0.36 0.39 0.39 0.41 0.41 0.43 0.43 0.48 0.48
 0.5  0.5  0.52 0.52 0.55 0.55 0.57 0.57 0.59 0.59 0.61 0.61 0.64 0.64
 0.66 0.66 0.7  0.7  0.73 0.73 0.75 0.75 0.8  0.8  0.82 0.82 0.84 0.84
 0.93 0.93 1.  ]",7,"[0.   0.30 0.33  0.35 0.36 0.37 0.38 0.40 0.41 0.414 0.42 0.43 0.43 0.46 0.46
 0.49 0.50 0.52 0.54 0.55 0.58 0.58 0.59 0.61 0.63 0.67 0.71 0.71 0.72
 0.72 0.73 0.75 0.76 0.79 0.79 0.80 0.80 0.81 0.81 0.82 0.83 0.83 0.84
 0.85 0.87 0.88 0.90 0.91 0.92 0.93 0.96 0.98 0.99 0.99 0.99 0.99
 0.99 1.   1.  ]"
DAGMM,0.9574835824,Kitting Experiment,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.29368828e-04
 4.29368828e-04 8.58737656e-04 8.58737656e-04 1.28810648e-03
 1.28810648e-03 1.71747531e-03 1.71747531e-03 2.14684414e-03
 2.14684414e-03 2.57621297e-03 2.57621297e-03 3.00558179e-03
 3.00558179e-03 3.43495062e-03 3.43495062e-03 4.29368828e-03
 4.29368828e-03 4.72305711e-03 4.72305711e-03 5.15242593e-03
 5.15242593e-03 5.58179476e-03 5.58179476e-03 6.01116359e-03
 6.01116359e-03 6.44053242e-03 6.44053242e-03 6.86990125e-03
 6.86990125e-03 7.29927007e-03 7.29927007e-03 7.72863890e-03
 7.72863890e-03 8.15800773e-03 8.15800773e-03 8.58737656e-03
 8.58737656e-03 1.07342207e-02 1.07342207e-02 1.11635895e-02
 1.11635895e-02 1.15929584e-02 1.15929584e-02 1.20223272e-02
 1.20223272e-02 1.24516960e-02 1.24516960e-02 1.28810648e-02
 1.28810648e-02 1.37398025e-02 1.37398025e-02 1.41691713e-02
 1.41691713e-02 1.50279090e-02 1.50279090e-02 1.54572778e-02
 1.54572778e-02 1.58866466e-02 1.58866466e-02 1.63160155e-02
 1.63160155e-02 1.67453843e-02 1.67453843e-02 1.76041219e-02
 1.76041219e-02 1.88922284e-02 1.88922284e-02 1.93215973e-02
 1.93215973e-02 1.97509661e-02 1.97509661e-02 2.01803349e-02
 2.01803349e-02 2.06097037e-02 2.06097037e-02 2.10390726e-02
 2.10390726e-02 2.14684414e-02 2.14684414e-02 2.18978102e-02
 2.18978102e-02 2.27565479e-02 2.27565479e-02 2.31859167e-02
 2.31859167e-02 2.36152855e-02 2.36152855e-02 2.44740232e-02
 2.44740232e-02 2.57621297e-02 2.57621297e-02 2.66208673e-02
 2.66208673e-02 2.70502362e-02 2.70502362e-02 2.74796050e-02
 2.74796050e-02 2.83383426e-02 2.83383426e-02 3.00558179e-02
 3.00558179e-02 3.13439244e-02 3.13439244e-02 3.22026621e-02
 3.22026621e-02 3.34907686e-02 3.34907686e-02 3.60669815e-02
 3.60669815e-02 3.73550880e-02 3.73550880e-02 4.12194075e-02
 4.12194075e-02 4.16487763e-02 4.16487763e-02 4.20781451e-02
 4.20781451e-02 4.42249893e-02 4.42249893e-02 4.80893087e-02
 4.80893087e-02 4.98067840e-02 4.98067840e-02 5.23829970e-02
 5.23829970e-02 5.36711035e-02 5.36711035e-02 5.58179476e-02
 5.58179476e-02 5.71060541e-02 5.71060541e-02 6.01116359e-02
 6.01116359e-02 6.39759553e-02 6.39759553e-02 6.61227995e-02
 6.61227995e-02 6.78402748e-02 6.78402748e-02 6.86990125e-02
 6.86990125e-02 7.08458566e-02 7.08458566e-02 7.17045942e-02
 7.17045942e-02 7.25633319e-02 7.25633319e-02 7.42808072e-02
 7.42808072e-02 7.55689137e-02 7.55689137e-02 7.59982825e-02
 7.59982825e-02 7.68570202e-02 7.68570202e-02 7.81451267e-02
 7.81451267e-02 7.90038643e-02 7.90038643e-02 8.32975526e-02
 8.32975526e-02 8.63031344e-02 8.63031344e-02 8.97380850e-02
 8.97380850e-02 9.14555603e-02 9.14555603e-02 9.87548304e-02
 9.87548304e-02 9.91841992e-02 9.91841992e-02 9.96135681e-02
 9.96135681e-02 1.00901675e-01 1.00901675e-01 1.01331043e-01
 1.01331043e-01 1.02619150e-01 1.02619150e-01 1.09059682e-01
 1.09059682e-01 1.09489051e-01 1.09489051e-01 1.12494633e-01
 1.12494633e-01 1.21082009e-01 1.21082009e-01 1.27522542e-01
 1.27522542e-01 1.35251181e-01 1.35251181e-01 1.35680550e-01
 1.35680550e-01 1.50279090e-01 1.50279090e-01 1.53284672e-01
 1.53284672e-01 1.62301417e-01 1.62301417e-01 1.64018892e-01
 1.64018892e-01 1.65736368e-01 1.65736368e-01 1.89351653e-01
 1.89351653e-01 1.92786604e-01 1.92786604e-01 1.93215973e-01
 1.93215973e-01 1.95792185e-01 1.95792185e-01 2.07385144e-01
 2.07385144e-01 2.15113783e-01 2.15113783e-01 2.27136110e-01
 2.27136110e-01 2.31000429e-01 2.31000429e-01 2.34006011e-01
 2.34006011e-01 2.36152855e-01 2.36152855e-01 2.38299699e-01
 2.38299699e-01 2.38729068e-01 2.38729068e-01 2.52468871e-01
 2.52468871e-01 2.86389008e-01 2.86389008e-01 2.94117647e-01
 2.94117647e-01 2.97123229e-01 2.97123229e-01 3.06139974e-01
 3.06139974e-01 3.06569343e-01 3.06569343e-01 3.22455990e-01
 3.22455990e-01 3.25032203e-01 3.25032203e-01 3.31472735e-01
 3.31472735e-01 3.46500644e-01 3.46500644e-01 3.64963504e-01
 3.64963504e-01 3.76127093e-01 3.76127093e-01 3.83855732e-01
 3.83855732e-01 4.03177329e-01 4.03177329e-01 4.12194075e-01
 4.12194075e-01 4.13911550e-01 4.13911550e-01 4.20781451e-01
 4.20781451e-01 4.35809360e-01 4.35809360e-01 4.45255474e-01
 4.45255474e-01 4.60712752e-01 4.60712752e-01 4.82610562e-01
 4.82610562e-01 4.84328038e-01 4.84328038e-01 4.96350365e-01
 4.96350365e-01 4.98067840e-01 4.98067840e-01 4.98926578e-01
 4.98926578e-01 5.02790897e-01 5.02790897e-01 5.07513954e-01
 5.07513954e-01 5.24259339e-01 5.24259339e-01 5.29411765e-01
 5.29411765e-01 5.47015887e-01 5.47015887e-01 5.56462001e-01
 5.56462001e-01 5.62473164e-01 5.62473164e-01 5.66337484e-01
 5.66337484e-01 5.66766853e-01 5.66766853e-01 5.69772435e-01
 5.69772435e-01 5.74066123e-01 5.74066123e-01 5.86517819e-01
 5.86517819e-01 5.93387720e-01 5.93387720e-01 6.01545728e-01
 6.01545728e-01 6.01975097e-01 6.01975097e-01 6.06268785e-01
 6.06268785e-01 6.17003006e-01 6.17003006e-01 6.19149850e-01
 6.19149850e-01 6.22584800e-01 6.22584800e-01 6.35036496e-01
 6.35036496e-01 6.38471447e-01 6.38471447e-01 6.43623873e-01
 6.43623873e-01 6.44053242e-01 6.44053242e-01 6.45770717e-01
 6.45770717e-01 6.46629455e-01 6.46629455e-01 6.47058824e-01
 6.47058824e-01 6.50493774e-01 6.50493774e-01 6.52640618e-01
 6.52640618e-01 6.58651782e-01 6.58651782e-01 6.62945470e-01
 6.62945470e-01 6.76685273e-01 6.76685273e-01 6.79261486e-01
 6.79261486e-01 6.79690854e-01 6.79690854e-01 6.80120223e-01
 6.80120223e-01 7.15757836e-01 7.15757836e-01 7.17045942e-01
 7.17045942e-01 7.17904680e-01 7.17904680e-01 7.24345213e-01
 7.24345213e-01 7.24774581e-01 7.24774581e-01 7.39373122e-01
 7.39373122e-01 7.40231859e-01 7.40231859e-01 7.43666810e-01
 7.43666810e-01 7.44525547e-01 7.44525547e-01 7.51824818e-01
 7.51824818e-01 7.52254186e-01 7.52254186e-01 7.57835981e-01
 7.57835981e-01 7.58694719e-01 7.58694719e-01 7.60412194e-01
 7.60412194e-01 7.61700301e-01 7.61700301e-01 7.62559038e-01
 7.62559038e-01 7.67711464e-01 7.67711464e-01 7.74151997e-01
 7.74151997e-01 7.74581365e-01 7.74581365e-01 8.01631602e-01
 8.01631602e-01 8.17947617e-01 8.17947617e-01 8.22670674e-01
 8.22670674e-01 8.28252469e-01 8.28252469e-01 8.31258051e-01
 8.31258051e-01 8.35981108e-01 8.35981108e-01 8.38127952e-01
 8.38127952e-01 8.41133534e-01 8.41133534e-01 8.54873336e-01
 8.54873336e-01 8.59596393e-01 8.59596393e-01 8.63890082e-01
 8.63890082e-01 8.67754401e-01 8.67754401e-01 8.73765565e-01
 8.73765565e-01 8.78488622e-01 8.78488622e-01 8.79776728e-01
 8.79776728e-01 8.84070416e-01 8.84070416e-01 8.84929154e-01
 8.84929154e-01 8.86646629e-01 8.86646629e-01 8.94375268e-01
 8.94375268e-01 8.97380850e-01 8.97380850e-01 9.10691284e-01
 9.10691284e-01 9.11120653e-01 9.11120653e-01 9.16702447e-01
 9.16702447e-01 9.19708029e-01 9.19708029e-01 9.21425505e-01
 9.21425505e-01 9.25289824e-01 9.25289824e-01 9.26577930e-01
 9.26577930e-01 9.30442250e-01 9.30442250e-01 9.33877201e-01
 9.33877201e-01 9.35594676e-01 9.35594676e-01 9.36882782e-01
 9.36882782e-01 9.38170889e-01 9.38170889e-01 9.39888364e-01
 9.39888364e-01 9.42035208e-01 9.42035208e-01 9.42464577e-01
 9.42464577e-01 9.45470159e-01 9.45470159e-01 9.46328897e-01
 9.46328897e-01 9.49763847e-01 9.49763847e-01 9.50622585e-01
 9.50622585e-01 9.53628167e-01 9.53628167e-01 9.55775011e-01
 9.55775011e-01 9.58351224e-01 9.58351224e-01 9.60927437e-01
 9.60927437e-01 9.65650494e-01 9.65650494e-01 9.66079863e-01
 9.66079863e-01 9.66509231e-01 9.66509231e-01 9.70802920e-01
 9.70802920e-01 9.74667239e-01 9.74667239e-01 9.75955346e-01
 9.75955346e-01 9.76814083e-01 9.76814083e-01 9.79390296e-01
 9.79390296e-01 9.79819665e-01 9.79819665e-01 9.82395878e-01
 9.82395878e-01 9.85401460e-01 9.85401460e-01 9.90983255e-01
 9.90983255e-01 9.93559468e-01 9.93559468e-01 1.00000000e+00]",7,"[0.00000000e+00 3.57525921e-04 7.29710404e-01 7.29710404e-01
 8.29817662e-01 8.29817662e-01 8.36253128e-01 8.36253128e-01
 8.38040758e-01 8.38040758e-01 8.41973543e-01 8.41973543e-01
 8.42331069e-01 8.42331069e-01 8.42688595e-01 8.42688595e-01
 8.51626743e-01 8.51626743e-01 8.54129424e-01 8.54129424e-01
 8.56989632e-01 8.56989632e-01 8.58419735e-01 8.58419735e-01
 8.60207365e-01 8.60207365e-01 8.62710046e-01 8.62710046e-01
 8.64855202e-01 8.64855202e-01 8.65212728e-01 8.65212728e-01
 8.66642832e-01 8.66642832e-01 8.67000358e-01 8.67000358e-01
 8.69145513e-01 8.69145513e-01 8.69860565e-01 8.69860565e-01
 8.70575617e-01 8.70575617e-01 8.70933143e-01 8.70933143e-01
 8.71290669e-01 8.71290669e-01 8.71648194e-01 8.71648194e-01
 8.72720772e-01 8.72720772e-01 8.75223454e-01 8.75223454e-01
 8.75580980e-01 8.75580980e-01 8.76653557e-01 8.76653557e-01
 8.77368609e-01 8.77368609e-01 8.78441187e-01 8.78441187e-01
 8.78798713e-01 8.78798713e-01 8.79513765e-01 8.79513765e-01
 8.81658920e-01 8.81658920e-01 8.82373972e-01 8.82373972e-01
 8.85949231e-01 8.85949231e-01 8.90239542e-01 8.90239542e-01
 8.90954594e-01 8.90954594e-01 8.95602431e-01 8.95602431e-01
 8.97032535e-01 8.97032535e-01 8.97390061e-01 8.97390061e-01
 8.99892742e-01 8.99892742e-01 9.00607794e-01 9.00607794e-01
 9.06685735e-01 9.06685735e-01 9.07043261e-01 9.07043261e-01
 9.08830890e-01 9.08830890e-01 9.13478727e-01 9.13478727e-01
 9.14193779e-01 9.14193779e-01 9.14908831e-01 9.14908831e-01
 9.15266357e-01 9.15266357e-01 9.15623883e-01 9.15623883e-01
 9.16338935e-01 9.16338935e-01 9.18126564e-01 9.18126564e-01
 9.19199142e-01 9.19199142e-01 9.19556668e-01 9.19556668e-01
 9.19914194e-01 9.19914194e-01 9.20629246e-01 9.20629246e-01
 9.20986772e-01 9.20986772e-01 9.21344297e-01 9.21344297e-01
 9.21701823e-01 9.21701823e-01 9.23131927e-01 9.23131927e-01
 9.23489453e-01 9.23489453e-01 9.23846979e-01 9.23846979e-01
 9.24204505e-01 9.24204505e-01 9.24562031e-01 9.24562031e-01
 9.25277083e-01 9.25277083e-01 9.25634609e-01 9.25634609e-01
 9.25992134e-01 9.25992134e-01 9.26349660e-01 9.26349660e-01
 9.27064712e-01 9.27064712e-01 9.28137290e-01 9.28137290e-01
 9.29209868e-01 9.29209868e-01 9.29924920e-01 9.29924920e-01
 9.30997497e-01 9.30997497e-01 9.31355023e-01 9.31355023e-01
 9.31712549e-01 9.31712549e-01 9.32070075e-01 9.32070075e-01
 9.32427601e-01 9.32427601e-01 9.32785127e-01 9.32785127e-01
 9.33142653e-01 9.33142653e-01 9.33500179e-01 9.33500179e-01
 9.33857705e-01 9.33857705e-01 9.34215231e-01 9.34215231e-01
 9.34572757e-01 9.34572757e-01 9.35645334e-01 9.35645334e-01
 9.36002860e-01 9.36002860e-01 9.36360386e-01 9.36360386e-01
 9.36717912e-01 9.36717912e-01 9.37075438e-01 9.37075438e-01
 9.37432964e-01 9.37432964e-01 9.37790490e-01 9.37790490e-01
 9.38148016e-01 9.38148016e-01 9.38505542e-01 9.38505542e-01
 9.38863068e-01 9.38863068e-01 9.39220593e-01 9.39220593e-01
 9.39578119e-01 9.39578119e-01 9.39935645e-01 9.39935645e-01
 9.40293171e-01 9.40293171e-01 9.40650697e-01 9.40650697e-01
 9.41008223e-01 9.41008223e-01 9.41365749e-01 9.41365749e-01
 9.41723275e-01 9.41723275e-01 9.42080801e-01 9.42080801e-01
 9.42438327e-01 9.42438327e-01 9.42795853e-01 9.42795853e-01
 9.43153379e-01 9.43153379e-01 9.43510905e-01 9.43510905e-01
 9.43868430e-01 9.43868430e-01 9.44225956e-01 9.44225956e-01
 9.44583482e-01 9.44583482e-01 9.44941008e-01 9.44941008e-01
 9.45298534e-01 9.45298534e-01 9.45656060e-01 9.45656060e-01
 9.46013586e-01 9.46013586e-01 9.46371112e-01 9.46371112e-01
 9.46728638e-01 9.46728638e-01 9.47086164e-01 9.47086164e-01
 9.47443690e-01 9.47443690e-01 9.47801216e-01 9.47801216e-01
 9.48158742e-01 9.48158742e-01 9.48516267e-01 9.48516267e-01
 9.48873793e-01 9.48873793e-01 9.49231319e-01 9.49231319e-01
 9.49588845e-01 9.49588845e-01 9.49946371e-01 9.49946371e-01
 9.50303897e-01 9.50303897e-01 9.50661423e-01 9.50661423e-01
 9.51018949e-01 9.51018949e-01 9.51376475e-01 9.51376475e-01
 9.52091527e-01 9.52091527e-01 9.52449053e-01 9.52449053e-01
 9.52806578e-01 9.52806578e-01 9.53164104e-01 9.53164104e-01
 9.53521630e-01 9.53521630e-01 9.53879156e-01 9.53879156e-01
 9.54236682e-01 9.54236682e-01 9.54594208e-01 9.54594208e-01
 9.54951734e-01 9.54951734e-01 9.55309260e-01 9.55309260e-01
 9.55666786e-01 9.55666786e-01 9.56024312e-01 9.56024312e-01
 9.56381838e-01 9.56381838e-01 9.56739364e-01 9.56739364e-01
 9.57096890e-01 9.57096890e-01 9.57454415e-01 9.57454415e-01
 9.57811941e-01 9.57811941e-01 9.58169467e-01 9.58169467e-01
 9.58526993e-01 9.58526993e-01 9.58884519e-01 9.58884519e-01
 9.59242045e-01 9.59242045e-01 9.59599571e-01 9.59599571e-01
 9.59957097e-01 9.59957097e-01 9.60314623e-01 9.60314623e-01
 9.60672149e-01 9.60672149e-01 9.61029675e-01 9.61029675e-01
 9.61387201e-01 9.61387201e-01 9.61744726e-01 9.61744726e-01
 9.62102252e-01 9.62102252e-01 9.62459778e-01 9.62459778e-01
 9.62817304e-01 9.62817304e-01 9.63174830e-01 9.63174830e-01
 9.63532356e-01 9.63532356e-01 9.63889882e-01 9.63889882e-01
 9.64247408e-01 9.64247408e-01 9.64604934e-01 9.64604934e-01
 9.64962460e-01 9.64962460e-01 9.65319986e-01 9.65319986e-01
 9.65677512e-01 9.65677512e-01 9.66035038e-01 9.66035038e-01
 9.66392563e-01 9.66392563e-01 9.66750089e-01 9.66750089e-01
 9.67107615e-01 9.67107615e-01 9.67465141e-01 9.67465141e-01
 9.67822667e-01 9.67822667e-01 9.68180193e-01 9.68180193e-01
 9.68537719e-01 9.68537719e-01 9.69252771e-01 9.69252771e-01
 9.69610297e-01 9.69610297e-01 9.69967823e-01 9.69967823e-01
 9.70325349e-01 9.70325349e-01 9.70682875e-01 9.70682875e-01
 9.71040400e-01 9.71040400e-01 9.71397926e-01 9.71397926e-01
 9.71755452e-01 9.71755452e-01 9.72112978e-01 9.72112978e-01
 9.72470504e-01 9.72470504e-01 9.73185556e-01 9.73185556e-01
 9.73543082e-01 9.73543082e-01 9.73900608e-01 9.73900608e-01
 9.74258134e-01 9.74258134e-01 9.74615660e-01 9.74615660e-01
 9.74973186e-01 9.74973186e-01 9.75330711e-01 9.75330711e-01
 9.75688237e-01 9.75688237e-01 9.76045763e-01 9.76045763e-01
 9.76403289e-01 9.76403289e-01 9.76760815e-01 9.76760815e-01
 9.77118341e-01 9.77118341e-01 9.77475867e-01 9.77475867e-01
 9.77833393e-01 9.77833393e-01 9.78190919e-01 9.78190919e-01
 9.78548445e-01 9.78548445e-01 9.78905971e-01 9.78905971e-01
 9.79978548e-01 9.79978548e-01 9.80336074e-01 9.80336074e-01
 9.81051126e-01 9.81051126e-01 9.81766178e-01 9.81766178e-01
 9.82123704e-01 9.82123704e-01 9.82481230e-01 9.82481230e-01
 9.82838756e-01 9.82838756e-01 9.83196282e-01 9.83196282e-01
 9.83553808e-01 9.83553808e-01 9.83911334e-01 9.83911334e-01
 9.84268859e-01 9.84268859e-01 9.84626385e-01 9.84626385e-01
 9.84983911e-01 9.84983911e-01 9.85698963e-01 9.85698963e-01
 9.86056489e-01 9.86056489e-01 9.86414015e-01 9.86414015e-01
 9.86771541e-01 9.86771541e-01 9.87129067e-01 9.87129067e-01
 9.87486593e-01 9.87486593e-01 9.87844119e-01 9.87844119e-01
 9.88201645e-01 9.88201645e-01 9.88559171e-01 9.88559171e-01
 9.88916696e-01 9.88916696e-01 9.89274222e-01 9.89274222e-01
 9.89989274e-01 9.89989274e-01 9.90346800e-01 9.90346800e-01
 9.90704326e-01 9.90704326e-01 9.91061852e-01 9.91061852e-01
 9.91419378e-01 9.91419378e-01 9.92134430e-01 9.92134430e-01
 9.92491956e-01 9.92491956e-01 9.93207008e-01 9.93207008e-01
 9.93564533e-01 9.93564533e-01 9.94279585e-01 9.94279585e-01
 9.94637111e-01 9.94637111e-01 9.94994637e-01 9.94994637e-01
 9.95352163e-01 9.95352163e-01 9.95709689e-01 9.95709689e-01
 9.96424741e-01 9.96424741e-01 9.96782267e-01 9.96782267e-01
 9.97139793e-01 9.97139793e-01 9.97497319e-01 9.97497319e-01
 9.97854844e-01 9.97854844e-01 9.98212370e-01 9.98212370e-01
 9.98569896e-01 9.98569896e-01 9.98927422e-01 9.98927422e-01
 9.99642474e-01 9.99642474e-01 1.00000000e+00 1.00000000e+00]"
